index,V5,V11,V12,V13,V14,V22,V25,V27,Class
368413,35,1692,1,0,60,1.5441,0.125,0.1622,0
674960,66,1690,1,0,60,1.8195,-0.25,0.215,0
729079,39,1690,1,0,60,1.5911,0.0,0.156,0
933786,38,1690,1,0,60,1.5798,-0.1111,0.1773,0
642406,32,1688,1,0,60,1.5051,0.125,0.1622,0
991112,67,1690,1,0,60,1.8261,-0.1,0.1954,0
414426,64,1690,1,0,60,1.8062,0.0,0.2061,0
935928,115,1694,1,0,60,2.0607,0.0,0.33,0
227448,134,1692,1,0,60,2.1271,-0.1333,0.3285,0
987901,69,1692,1,0,60,1.8389,0.1818,0.2051,0
953774,101,1692,1,0,60,2.0043,0.3571,0.2359,0
781344,617,1688,1,0,60,2.7903,0.1177,0.9917,0
178183,93,1690,1,0,60,1.9685,-0.1539,0.257,0
191465,68,1690,1,0,60,1.8325,0.0,0.2061,0
9744,67,1690,1,0,60,1.8261,0.1,0.1954,0
169849,166,1692,1,0,60,2.2201,0.7,0.4465,0
332172,75,1692,1,0,60,1.8751,0.0,0.2061,0
169377,82,1694,1,0,60,1.9138,0.0909,0.2173,0
567737,81,1692,1,0,60,1.9085,-0.2308,0.2408,0
788794,55,1692,1,0,60,1.7404,-0.1111,0.1773,0
781797,208,1686,1,0,60,2.3181,0.3,0.4629999999999999,0
246543,148,1686,1,0,60,2.1703,0.4545,0.4366,0
436192,126,1688,1,0,60,2.1004,0.5,0.2819,0
601500,162,1690,1,0,60,2.2095,0.4091,0.4729,0
423190,100,1692,1,0,60,2.0,0.0,0.2583,0
893643,329,1690,1,0,60,2.5172,-0.0435,0.7955,0
876177,52,1692,1,0,60,1.716,0.5,0.1773,0
953681,138,1690,1,0,60,2.1399,0.2,0.3068,0
661417,87,1692,1,0,60,1.9395,0.1667,0.2288,0
994786,87,1692,1,0,60,1.9395,0.0909,0.2173,0
919069,56,1690,1,0,60,1.7482,0.4167,0.1892,0
958169,659,1688,1,0,60,2.8189,0.1515,0.9844,0
477804,66,1684,1,0,60,1.8195,-0.0909,0.2173,0
750823,184,1688,1,0,60,2.2648,0.1111,0.4763,0
566942,662,1690,1,0,60,2.8209,-0.1944,0.9929,0
363177,184,1690,1,0,60,2.2648,0.2857,0.5212,0
225570,70,1688,1,0,60,1.8451,0.2727,0.1934,0
275443,107,1690,1,0,60,2.0294,-0.0769,0.2739,0
650615,84,1690,1,0,60,1.9243,-0.4667,0.2288,0
727087,126,1690,1,0,60,2.1004,0.5238,0.3509,0
910788,90,1692,1,0,60,1.9542,0.4667,0.2288,0
256267,144,1694,1,0,60,2.1584,0.2941,0.3419,0
236430,67,1688,1,0,60,1.8261,0.4286,0.2195,0
378337,94,1690,1,0,60,1.9731,0.3571,0.2359,0
948721,163,1688,1,0,60,2.2122,0.3158,0.4089,0
350249,204,1690,1,0,60,2.3096,-0.48,0.5378,0
352113,78,1692,1,0,60,1.8921,0.4286,0.2195,0
750118,62,1688,1,0,60,1.7924,-0.1,0.1954,0
743640,110,1690,1,0,60,2.0414,-0.0833,0.2432,0
385757,65,1690,1,0,60,1.8129,-0.1667,0.2288,0
332924,58,1692,1,0,60,1.7634,0.0,0.1862,0
247348,68,1688,1,0,60,1.8325,0.1,0.1954,0
731705,822,1692,1,0,70,2.9149,0.0952,0.9998,0
855313,68,1692,1,0,70,1.8325,0.1,0.1954,0
616010,59,1692,1,0,70,1.7708,0.1667,0.2288,0
577055,71,1690,1,0,70,1.8513,0.25,0.215,0
318545,1130,1692,1,0,70,3.0531,0.7419,1.0,0
126154,1125,1692,1,0,70,3.0512,0.7473,1.0,0
87336,66,1692,1,0,70,1.8195,0.1818,0.2051,0
376094,69,1682,1,0,70,1.8389,0.1,0.1954,0
516177,255,1684,1,0,70,2.4065,0.4231,0.6422,0
173345,78,1688,1,0,70,1.8921,-0.2727,0.1934,0
146235,54,1690,1,0,70,1.7324,-0.1111,0.1773,0
685913,74,1688,1,0,70,1.8692,0.0,0.2061,0
502135,250,1692,1,0,70,2.3979,0.2,0.5296,0
300904,51,1694,1,0,70,1.7076,0.0,0.1696,0
305686,86,1688,1,0,70,1.9345,-0.0909,0.2173,0
347909,55,1690,1,0,70,1.7404,0.0,0.1696,0
635029,110,1686,1,0,70,2.0414,0.2857,0.2532,0
824359,375,1364,1,0,70,2.574,0.0435,0.7955,0
173289,67,1364,1,0,70,1.8261,0.1818,0.2051,0
782122,126,1354,0,1,40,2.1004,0.3889,0.3329,0
153680,76,1358,0,1,40,1.8808,0.7619,0.2116,0
790944,880,1358,0,1,40,2.9445,-0.7108,1.0,0
579738,52,1358,0,1,40,1.716,0.1111,0.1773,0
236925,112,1356,0,1,40,2.0492,0.7857,0.2901,0
515033,59,1356,0,1,40,1.7708,0.3,0.1753,0
539114,84,1356,0,1,40,1.9243,0.3571,0.2359,0
75246,55,1354,0,1,40,1.7404,0.6429,0.1753,0
620607,68,1354,0,1,40,1.8325,0.4286,0.2195,0
51711,78,1352,0,1,40,1.8921,0.5625,0.2195,0
561115,122,1352,0,1,40,2.0864,0.7931,0.2984,0
599122,67,1350,0,1,40,1.8261,0.1818,0.2051,0
49252,56,1380,0,1,40,1.7482,-0.1111,0.1773,0
628416,101,1376,0,1,40,2.0043,0.3333,0.266,0
500333,67,1376,0,1,40,1.8261,0.1818,0.2051,0
946010,77,1350,0,1,40,1.8865,0.2857,0.2532,0
637982,89,1352,0,1,40,1.9494,0.0833,0.2432,0
97266,52,1352,0,1,40,1.716,-0.2,0.1852,0
690873,105,1368,1,0,69,2.0212,-0.2273,0.6173,0
1561,54,1652,1,0,69,1.7324,-0.3,0.1753,0
167882,193,1654,1,0,69,2.2856,0.6667,0.4963,0
489411,223,1652,1,0,69,2.3483,0.3478,0.5708,0
729417,86,1652,1,0,69,1.9345,0.3571,0.2359,0
127997,110,1650,1,0,69,2.0414,0.6667,0.3241,0
990437,81,1646,1,0,69,1.9085,0.2308,0.2408,0
786497,116,1650,1,0,69,2.0645,-0.4706,0.2699,0
99244,110,1650,1,0,69,2.0414,-0.3889,0.3329,0
837573,89,1650,1,0,69,1.9494,-0.5263,0.2942,0
726461,51,1650,1,0,69,1.7076,-0.4615,0.1965,0
942895,76,1650,1,0,69,1.8808,-0.7826,0.223,0
549308,51,1690,1,0,150,1.7076,0.1111,0.1773,0
181271,252,1652,1,0,100,2.4014,0.4,0.6189,0
430360,102,1650,1,0,100,2.0086,0.1429,0.2901,0
786566,979,1660,1,0,100,2.9908,0.5217,1.0,0
729306,52,1662,1,0,100,1.716,-0.1111,0.1773,0
714503,290,1710,1,0,100,2.4624,-0.0909,0.7147,0
24906,56,1710,1,0,100,1.7482,-0.1111,0.1773,0
445903,56,1658,1,0,100,1.7482,-0.4,0.2469,0
607106,226,1358,1,0,100,2.3541,0.7954,0.6514,0
30209,187,1358,1,0,100,2.2718,0.3077,0.7512,0
854170,171,1360,1,0,100,2.233,0.6429,0.4629999999999999,0
460399,383,1360,1,0,100,2.5832,0.4545,0.8749,0
34276,120,1360,1,0,100,2.0792,0.0,0.2914,0
440692,425,1356,1,0,100,2.6284,0.1923,0.8355,0
699857,111,1352,1,0,100,2.0453,0.0,0.2583,0
753482,96,1362,1,0,100,1.9823,0.4706,0.2699,0
390418,133,1358,1,0,100,2.1239,0.1429,0.2901,0
788991,63,1356,1,0,100,1.7993,0.1,0.1954,0
413870,69,1362,1,0,120,1.8389,0.2727,0.1934,0
15090,165,1632,1,0,100,2.2175,0.0667,0.3509,0
297791,245,1656,1,0,80,2.3892,0.3478,0.5708,0
481260,88,1656,1,0,80,1.9445,0.0909,0.2173,0
129863,106,1654,1,0,80,2.0253,0.1539,0.257,0
670567,154,1656,1,0,80,2.1875,0.1875,0.3479,0
561014,88,1656,1,0,80,1.9445,0.6,0.2792,0
419468,169,1654,1,0,80,2.2279,0.2632,0.4399,0
381313,80,1648,1,0,80,1.9031,0.3077,0.2253,0
818215,63,1648,1,0,80,1.7993,0.5,0.204,0
760857,84,1646,1,0,80,1.9243,0.0,0.23,0
753445,79,1646,1,0,80,1.8976,0.4,0.2469,0
337986,66,1646,1,0,80,1.8195,0.0,0.2061,0
394193,350,1648,1,0,80,2.5441,-0.1923,0.8355,0
492763,85,1648,1,0,80,1.9294,0.1667,0.2288,0
853750,82,1648,1,0,80,1.9138,-0.4667,0.2288,0
552453,60,1648,1,0,80,1.7781,0.3636,0.1822,0
167787,108,1648,1,0,80,2.0334,0.4118,0.2928,0
51843,57,1646,1,0,80,1.7559,-0.1111,0.1773,0
424029,34,1690,1,0,211,1.5315,0.4,0.1659,0
51064,51,1686,1,0,211,1.7076,-0.75,0.2583,0
46580,116,1692,1,0,143,2.0645,0.2143,0.2712,0
883478,79,1682,1,0,143,1.8976,0.3333,0.266,0
671756,114,1694,1,0,60,2.0569,-0.2667,0.286,0
537677,38,1696,1,0,100,1.5798,-0.125,0.1622,0
151201,32,1698,1,0,100,1.5051,0.25,0.1551,0
918224,25,1694,1,0,100,1.3979,0.0,0.1449,0
31859,45,1694,1,0,100,1.6532,-0.2222,0.1687,0
43037,223,1626,1,0,70,2.3483,0.5625,0.7254,0
600674,62,1626,1,0,70,1.7924,0.0,0.1862,0
521224,84,1628,1,0,70,1.9243,0.0833,0.2432,0
893309,137,1626,1,0,70,2.1367,0.0,0.2914,0
149123,148,1626,1,0,70,2.1703,0.2778,0.3882,0
192264,52,1626,1,0,70,1.716,0.1111,0.1773,0
237380,68,1624,1,0,70,1.8325,-0.0909,0.2173,0
941479,60,1624,1,0,70,1.7781,0.0,0.2061,0
190200,113,1624,1,0,70,2.0531,-0.0769,0.2739,0
102218,51,1624,1,0,70,1.7076,0.1111,0.1773,0
503278,70,1624,1,0,70,1.8451,-0.0909,0.2173,0
536660,66,1624,1,0,70,1.8195,0.0,0.2061,0
554648,104,1626,1,0,70,2.017,0.1539,0.257,0
277070,140,1624,1,0,70,2.1461,0.0714,0.3097,0
462822,64,1624,1,0,70,1.8062,-0.2727,0.1934,0
484502,57,1626,1,0,70,1.7559,-0.3636,0.1822,0
420101,114,1626,1,0,70,2.0569,0.0,0.2914,0
51700,58,1628,1,0,70,1.7634,-0.2,0.1852,0
367176,767,1624,1,0,70,2.8848,0.1892,0.9954,0
18186,66,1624,1,0,70,1.8195,0.3846,0.2105,0
31133,59,1622,1,0,70,1.7708,0.0,0.1696,0
408259,93,1696,1,0,85,1.9685,-0.0833,0.2432,0
455081,84,1696,1,0,85,1.9243,0.25,0.215,0
323807,76,1698,1,0,85,1.8808,-0.5294,0.2482,0
445015,63,1696,1,0,85,1.7993,0.0909,0.2173,0
485112,52,1352,1,0,80,1.716,-0.1111,0.1773,0
523886,84,1352,1,0,80,1.9243,-0.1667,0.2288,0
185253,121,1354,1,0,80,2.0828,0.4444,0.3068,0
236481,61,1356,1,0,80,1.7853,0.0,0.1862,0
264948,75,1352,1,0,80,1.8751,-0.0833,0.2432,0
199266,72,1356,1,0,80,1.8573,0.1,0.1954,0
215789,50,1360,0,1,40,1.699,0.0,0.1862,0
552980,88,1358,0,1,40,1.9445,0.1667,0.2288,0
440922,107,1358,0,1,40,2.0294,-0.1429,0.2901,0
195681,147,1358,0,1,50,2.1673,0.3529,0.3168,0
236677,84,1358,0,1,50,1.9243,0.5333,0.2116,0
719345,32,1358,0,1,50,1.5051,0.1429,0.1499,0
365889,62,1360,0,1,50,1.7924,-0.0909,0.2173,0
819600,273,1376,0,1,40,2.4362,0.75,0.6574,0
591658,1176,1668,0,1,40,3.0704,0.4259,0.9999,0
296496,2400,1664,0,1,40,3.3802,0.5376,1.0,0
913788,177,1666,0,1,40,2.248,0.2778,0.3882,0
756906,61,1668,0,1,40,1.7853,0.3,0.1753,0
475465,220,1666,0,1,40,2.3424,0.2381,0.556,0
463027,67,1374,0,1,40,1.8261,0.1,0.1954,0
724331,341,1362,0,1,40,2.5327,0.7209,0.8061,0
23878,57,1362,0,1,40,1.7559,0.5714,0.1892,0
199935,80,1358,0,1,40,1.9031,0.25,0.215,0
975246,111,1362,0,1,40,2.0453,-0.0833,0.2432,0
623121,98,1358,0,1,200,1.9912,0.0,0.23,0
966470,168,1362,0,1,40,2.2253,0.4,0.3977,0
370095,172,1362,0,1,40,2.2355,0.44,0.5789,0
69767,631,1364,0,1,40,2.8,0.5489999999999999,0.997,0
243647,1015,1364,0,1,40,3.0065,0.5439,0.9996,0
655039,561,1362,0,1,40,2.749,0.4681,0.997,0
639510,8391,1364,0,1,40,3.9238,-0.9319,1.0,0
977443,158,1364,0,1,40,2.1987,0.0,0.8612,0
430523,60,1366,0,1,185,1.7781,0.4286,0.2195,0
985291,51,1364,0,1,185,1.7076,0.3,0.1753,0
87981,90,1362,0,1,175,1.9542,0.0,0.23,0
609937,212,1358,0,1,175,2.3263,0.6,0.5951,0
20774,217,1360,0,1,175,2.3365,0.4483,0.7462,0
57181,81,1362,0,1,175,1.9085,0.5294,0.2482,0
888262,239,1360,0,1,175,2.3784,0.7143,0.7933,0
420181,59,1360,0,1,175,1.7708,-0.2308,0.2408,0
372490,63,1360,0,1,175,1.7993,0.4167,0.1892,0
590606,215,1360,0,1,175,2.3324,0.7436,0.6422,0
391077,350,1364,0,1,100,2.5441,-0.8029999999999999,0.976,0
179371,112,1364,0,1,100,2.0492,-0.6786,0.417,0
963026,170,1362,0,1,100,2.2304,-0.4167,0.556,0
948890,153,1362,0,1,100,2.1847,-0.4643,0.6868,0
91009,140,1360,0,1,100,2.1461,-0.4545,0.4366,0
285941,168,1362,0,1,100,2.2253,-0.6,0.7776,0
487750,226,1360,0,1,100,2.3541,-0.6512,0.9076,0
441025,116,1360,0,1,100,2.0645,-0.5385,0.5162,0
40514,104,1360,0,1,100,2.017,-0.1539,0.257,0
230331,156,1362,0,1,100,2.1931,0.45,0.3663,0
337406,136,1364,0,1,100,2.1335,0.1579,0.5029,0
429753,377,1364,0,1,100,2.5763,0.7333,0.8299,0
560942,224,1364,0,1,100,2.3503,0.6452,0.5642,0
213020,163,1362,0,1,50,2.2122,0.45,0.3663,0
655896,172,1360,0,1,40,2.2355,0.2941,0.3419,0
74289,184,1628,0,1,120,2.2648,0.0556,0.5063,0
473671,304,1360,0,1,175,2.4829,0.2593,0.8299,0
177130,140,1358,0,1,40,2.1461,0.2222,0.417,0
686754,262,1360,0,1,40,2.4183,0.0,0.5967,0
825238,261,1356,0,1,40,2.4166,-0.1905,0.5903,0
198743,101,1356,0,1,40,2.0043,0.0,0.2914,0
804456,144,1356,0,1,40,2.1584,0.4211,0.3494,0
76138,116,1360,0,1,40,2.0645,-0.375,0.2792,0
854461,563,1306,0,1,40,2.7505,0.3235,0.9608,0
219255,3187,1306,0,1,40,3.5034,0.2828,1.0,0
398080,210,1308,0,1,40,2.3222,0.4091,0.4729,0
551134,112,1306,0,1,40,2.0492,0.2143,0.2712,0
489251,114,1306,0,1,40,2.0569,0.4,0.2469,0
71407,446,1308,0,1,40,2.6493,0.7115,0.9603,0
611566,139,1690,1,0,120,2.143,0.25,0.3241,0
223683,178,1692,1,0,80,2.2504,0.1177,0.4219,0
39015,128,1692,1,0,80,2.1072,-0.0667,0.3509,0
152307,460,1694,1,0,80,2.6628,-0.303,0.9546,0
527275,112,1794,1,0,80,2.0492,0.2857,0.2532,0
705280,102,1696,1,0,80,2.0086,-0.0833,0.2432,0
886719,260,1692,1,0,80,2.415,0.15,0.5626,0
751026,106,1696,1,0,80,2.0253,0.0769,0.2739,0
426456,178,1694,1,0,80,2.2504,-0.0588,0.4498,0
560568,561,1694,1,0,80,2.749,-0.1395,0.9998,0
661163,186,1694,1,0,80,2.2695,-0.3913,0.5329,0
234951,131,1694,1,0,80,2.1173,0.0,0.4235,0
647760,3234,1692,1,0,80,3.5097,0.3696,1.0,0
768290,4663,1694,1,0,80,3.6687,-0.3333,1.0,0
396588,1095,1694,1,0,80,3.0394,0.2917,1.0,0
334978,505,1694,1,0,80,2.7033,-0.5417,0.9935,0
911476,571,1692,1,0,80,2.7566,-0.1707,0.9993,0
598221,790,1692,1,0,80,2.8976,0.4915,0.9999,0
528206,903,1694,1,0,80,2.9557,0.3273,1.0,0
10462,551,1692,1,0,80,2.7411,-0.1563,0.9769,0
471919,328,1692,1,0,80,2.5159,-0.0345,0.9676,0
926502,270,1694,1,0,80,2.4314,-0.1667,0.7659,0
470629,210,1694,1,0,80,2.3222,0.25,0.8705,0
88032,231,1694,1,0,80,2.3636,0.2,0.5296,0
823533,109,1684,1,0,70,2.0374,-0.3333,0.266,0
80710,254,1684,1,0,70,2.4048,0.05,0.6268,0
626709,105,1686,1,0,70,2.0212,-0.0833,0.2432,0
737750,166,1686,1,0,70,2.2201,0.0625,0.3977,0
959941,125,1688,1,0,70,2.0969,-0.1429,0.2901,0
12055,335,1690,1,0,70,2.525,0.2,0.9419,0
542732,101,1690,1,0,70,2.0043,0.0833,0.2432,0
471397,143,1686,1,0,70,2.1553,-0.2,0.3068,0
833533,114,1688,1,0,70,2.0569,-0.2143,0.2712,0
608718,110,1690,1,0,70,2.0414,-0.1539,0.257,0
887777,114,1688,1,0,70,2.0569,0.0,0.2583,0
530930,115,1688,1,0,70,2.0607,-0.1429,0.2901,0
986394,124,1686,1,0,70,2.0934,0.0,0.2914,0
4383,114,1690,1,0,70,2.0569,-0.1539,0.257,0
950841,132,1688,1,0,70,2.1206,0.1333,0.3285,0
675211,282,1688,1,0,70,2.4502,0.4688,0.8336,0
303616,125,1688,1,0,70,2.0969,0.1429,0.2901,0
759695,263,1688,1,0,70,2.42,0.2174,0.6781,0
149260,192,1688,1,0,70,2.2833,0.7188,0.4763,0
803739,121,1688,1,0,70,2.0828,0.0,0.2914,0
798780,248,1692,1,0,70,2.3944,0.1,0.5951,0
316612,108,1690,1,0,70,2.0334,0.1429,0.2901,0
300032,115,1690,1,0,70,2.0607,-0.1429,0.2901,0
963375,408,1690,1,0,70,2.6107,0.1852,0.8749,0
165178,463,1358,0,1,40,2.6656,-0.2813,0.9474,0
31144,121,1356,0,1,40,2.0828,0.55,0.3068,0
396834,75,1356,0,1,40,1.8751,0.4667,0.2288,0
176867,65,1354,0,1,40,1.8129,0.5294,0.2482,0
580556,108,1322,0,1,40,2.0334,-0.1539,0.257,0
562701,133,1322,0,1,40,2.1239,0.5714,0.3197,0
521874,63,1320,0,1,40,1.7993,0.5789,0.2686,0
97433,50,1324,0,1,40,1.699,0.2,0.1852,0
49790,62,1322,0,1,40,1.7924,0.5333,0.2116,0
609121,204,1696,0,1,60,2.3096,0.0,0.4779,0
314385,104,1368,1,0,80,2.017,-0.4545,0.4366,0
868075,196,1368,1,0,80,2.2923,0.0556,0.5063,0
724065,181,1370,1,0,80,2.2577,-0.7895,0.9272,0
778247,129,1368,1,0,80,2.1106,-0.3793,0.8123,0
374708,143,1366,1,0,80,2.1553,-0.4091,0.4729,0
194201,126,1368,1,0,80,2.1004,-0.6207,0.5279,0
359285,110,1368,1,0,80,2.0414,-0.8065,0.3154,0
495488,101,1364,1,0,80,2.0043,-0.0769,0.2739,0
67691,181,1362,1,0,80,2.2577,-0.2609,0.6438,0
447200,122,1364,1,0,80,2.0864,-0.2727,0.5822,0
614590,105,1364,1,0,80,2.0212,-0.2353,0.3678,0
65630,113,1364,1,0,80,2.0531,-0.2857,0.5212,0
886635,155,1364,1,0,80,2.1903,-0.1667,0.4465,0
469459,107,1364,1,0,80,2.0294,-0.4444,0.3068,0
733839,118,1364,1,0,80,2.0719,0.2857,0.5212,0
176555,147,1364,1,0,80,2.1673,-0.0526,0.5659,0
634696,147,1364,1,0,80,2.1673,-0.1304,0.7411,0
113013,105,1362,1,0,80,2.0212,-0.3333,0.266,0
947142,102,1362,1,0,80,2.0086,-0.3,0.4629999999999999,0
29448,161,1362,1,0,80,2.2068,-0.125,0.7933,0
588764,168,1364,1,0,80,2.2253,-0.3333,0.7729,0
628940,125,1364,1,0,80,2.0969,-0.2,0.5296,0
518309,118,1366,1,0,80,2.0719,-0.4286,0.417,0
241141,196,1364,1,0,80,2.2923,-0.1154,0.8778,0
203817,308,1364,1,0,80,2.4885,0.5556,0.8612,0
645190,274,1364,1,0,80,2.4378,-0.3939,0.9157,0
17896,129,1364,1,0,80,2.1106,-0.1905,0.5903,0
76275,194,1364,1,0,80,2.2878,0.1579,0.5029,0
125806,313,1366,1,0,80,2.4955,-0.4737,0.9549,0
192370,114,1364,1,0,80,2.0569,0.1,0.5951,0
815387,152,1364,1,0,80,2.1818,0.0909,0.7147,0
228249,117,1362,1,0,80,2.0682,-0.1667,0.4465,0
718426,146,1362,1,0,80,2.1644,-0.28,0.7281,0
932818,106,1362,1,0,80,2.0253,-0.5238,0.3509,0
916567,175,1364,1,0,80,2.2430000000000003,-0.6,0.7776,0
649540,208,1364,1,0,80,2.3181,-0.2424,0.9703,0
931696,238,1362,1,0,80,2.3766,0.4848,0.8488,0
305844,385,1364,1,0,80,2.5855,-0.8029999999999999,0.976,0
192945,289,1366,1,0,80,2.4609,0.2692,0.7822,0
751675,364,1358,1,0,100,2.5611,-0.2778,0.9856,0
123861,169,1356,1,0,100,2.2279,-0.4815,0.6236,0
59510,102,1356,0,1,40,2.0086,0.2143,0.2712,0
945203,574,1358,0,1,40,2.7589,0.2647,0.9747,0
818484,194,1360,0,1,40,2.2878,0.2917,0.6693,0
817030,780,1362,0,1,40,2.8921,0.3571,0.9961,0
546945,336,1362,0,1,40,2.5263,0.0454,0.7436,0
970187,129,1362,0,1,40,2.1106,0.0,0.2914,0
685037,143,1362,0,1,40,2.1553,0.45,0.3663,0
878907,141,1360,0,1,40,2.1492,0.25,0.3241,0
94637,133,1362,0,1,40,2.1239,-0.0667,0.3509,0
713559,101,1362,0,1,40,2.0043,0.0769,0.2739,0
932564,147,1360,0,1,40,2.1673,-0.1875,0.3479,0
24550,163,1360,0,1,40,2.2122,0.0625,0.3977,0
12213,238,1364,0,1,40,2.3766,0.3182,0.5461,0
296550,699,1360,0,1,40,2.8445,-0.0313,0.99,0
919840,571,1362,0,1,40,2.7566,-0.1667,0.9519,0
155443,176,1358,1,0,70,2.2455,0.7188,0.4763,0
361251,142,1358,1,0,70,2.1523,0.6429,0.4629999999999999,0
433462,119,1362,1,0,80,2.0756,0.0,0.2583,0
511108,123,1362,1,0,80,2.0899,0.3889,0.3329,0
662636,162,1360,1,0,80,2.2095,0.6087,0.3464,0
941763,349,1362,1,0,200,2.5428,0.3929,0.7609999999999999,0
838314,122,1364,1,0,200,2.0864,0.2,0.3068,0
832202,231,1364,1,0,200,2.3636,0.4074,0.7037,0
875016,287,1362,1,0,200,2.4579,0.0952,0.6559,0
839649,143,1364,1,0,200,2.1553,0.2,0.3068,0
645625,519,1360,1,0,200,2.7152,0.4878,0.9765,0
290066,110,1354,1,0,200,2.0414,0.5454,0.3663,0
576054,140,1356,1,0,200,2.1461,0.6071,0.5096,0
60589,231,1356,1,0,200,2.3636,-0.3182,0.5461,0
531678,1035,1356,1,0,200,3.0149,0.2222,1.0,0
865771,137,1373,0,1,40,2.1367,0.25,0.3241,1
287330,525,1353,0,1,70,2.7202,0.9151,0.9872,1
939492,2463,1353,0,1,70,3.3915,0.8615,1.0,1
297269,4298,1353,0,1,70,3.6333,0.8087,1.0,1
601978,2643,1353,0,1,70,3.4221,0.9179,1.0,1
678903,269,1353,0,1,70,2.4297,0.5862,0.5757,1
907989,375,1353,0,1,70,2.574,0.6486,0.767,1
921004,15,1694,1,0,143,1.1761,-0.2,0.1322,1
40251,5632,1356,0,1,40,3.7507,-0.6568,1.0,1
430299,5951,1356,0,1,40,3.7746,-0.614,1.0,1
98707,69,1656,1,0,80,1.8389,0.3846,0.2105,1
655251,138,1656,1,0,80,2.1399,0.6539,0.3882,1
571633,116,1658,1,0,80,2.0645,0.5263,0.2942,1
482958,308,1656,1,0,80,2.4885,0.7619,0.6868,1
449393,116,1658,1,0,80,2.0645,0.3889,0.3329,1
270575,152,1630,0,1,120,2.1818,0.75,0.4235,1
233278,108,1626,0,1,120,2.0334,0.4667,0.2288,1
860369,352,1360,0,1,175,2.5465,0.7885,0.8579,1
767673,190,1362,0,1,175,2.2787,0.7419,0.4106,1
453751,111,1358,0,1,40,2.0453,0.6522,0.3125,1
565208,211,1374,0,1,40,2.3243,0.36,0.6574,1
641191,6652,1374,0,1,40,3.8229,0.9069,1.0,1
11340,253,1687,0,1,200,2.4031,0.6905,0.8355,1
484196,1125,1687,0,1,200,3.0512,0.8682,1.0,1
149442,110,1687,0,1,200,2.0414,0.55,0.3068,1
186220,125,1687,0,1,200,2.0969,0.5714,0.3197,1
684417,150,1687,0,1,200,2.1761,0.5454,0.3663,1
987229,140,1687,0,1,200,2.1461,0.3529,0.3168,1
510140,199,1687,0,1,200,2.2989,0.3684,0.3787,1
619374,110,1687,0,1,200,2.0414,0.5263,0.2942,1
555183,196,1687,0,1,200,2.2923,0.7419,0.4106,1
45670,145,1687,0,1,200,2.1614,0.5417,0.4366,1
694956,213,1687,0,1,200,2.3284,0.7568,0.5511,1
109076,161,1687,0,1,200,2.2068,0.7241,0.385,1
404502,304,1687,0,1,200,2.4829,0.625,0.633,1
389768,161,1687,0,1,200,2.2068,0.4762,0.3834,1
26630,137,1687,0,1,200,2.1367,0.8461,0.3882,1
897658,125,1687,0,1,200,2.0969,0.6923,0.3479,1
607450,189,1687,0,1,200,2.2765,0.7714,0.4629999999999999,1
818420,124,1658,1,0,100,2.0934,0.6364,0.3012,1
886750,91,1658,1,0,100,1.959,0.5294,0.2482,1
612569,56,1362,1,0,70,1.7482,0.2727,0.1934,1
51871,83,1360,1,0,70,1.9191,0.8667,0.2288,1
607842,131,1698,0,1,90,2.1173,0.6522,0.3125,1
991305,313,1353,0,1,185,2.4955,0.8182,0.8391,1
661350,891,1353,0,1,185,2.9499,0.9419,0.9993,1
519949,134,1353,0,1,185,2.1271,0.68,0.3359,1
251733,230,1353,0,1,185,2.3617,0.84,0.6574,1
760111,120,1372,0,1,40,2.0792,0.1765,0.3945,1
961998,133,1372,0,1,40,2.1239,0.48,0.5378,1
335900,103,1372,0,1,40,2.0128,0.4545,0.4366,1
221505,170,1370,0,1,40,2.2304,0.5833,0.3977,1
783382,168,1374,0,1,40,2.2253,0.5806,0.6619,1
354328,125,1372,0,1,40,2.0969,-0.4091,0.4729,1
461681,201,1372,0,1,40,2.3032,0.6765,0.6173,1
932935,169,1372,0,1,40,2.2279,0.6539,0.3882,1
225009,150,1374,0,1,40,2.1761,0.3333,0.633,1
697651,103,1372,0,1,40,2.0128,0.0667,0.3509,1
538699,146,1372,0,1,40,2.1644,0.0526,0.5659,1
239823,294,1372,0,1,40,2.4683,0.6809,0.9361,1
250288,198,1372,0,1,40,2.2967,0.4615,0.6015,1
9979,192,1374,0,1,40,2.2833,0.5806,0.6619,1
296940,180,1376,0,1,40,2.2553,-0.1429,0.6236,1
779162,107,1372,0,1,40,2.0294,0.4737,0.3212,1
973519,182,1370,0,1,40,2.2601,0.6333,0.5461,1
789646,264,1374,0,1,40,2.4216,0.7143,0.7933,1
465194,213,1374,0,1,40,2.3284,0.4839,0.7844,1
270850,308,1374,0,1,40,2.4885,0.6667,0.7966,1
509208,265,1372,0,1,40,2.4232,0.8044,0.6781,1
533167,229,1372,0,1,40,2.3598,0.2759,0.8854,1
292303,270,1372,0,1,40,2.4314,0.6389,0.7512,1
602101,390,1372,0,1,40,2.5911,0.6458,0.9685,1
868481,217,1376,0,1,40,2.3365,0.4828,0.7079,1
170088,56,1356,0,1,40,1.7482,0.3636,0.1822,1
802506,114,1362,0,1,185,2.0569,0.1429,0.2901,1
867145,99,1360,0,1,175,1.9956,0.3333,0.266,1
239521,244,1358,0,1,175,2.3874,0.6364,0.6514,1
826146,56,1366,0,1,100,1.7482,0.2,0.1852,1
